IDENT;SEXO;ESTUDIOS_PADRE;ESTUDIOS_MADRE;EST_B2_2;EST_M1;EST_B11_2;EST_B11_3
7629;1;3;2; ;2;2;2
7630;2;8;8;2;2;2;2
7631;1;8;8;1;1;1;2
7632;2;4;8;2;2;1;2
7633;2;8;5;2;2;1;2
7634;2;3;3;2;2;1;2
7635;2;4;5;2;2;1;2
7636;2;3;5;2;2;1;2
7637;2;8;7; ;2;1;2
7638;2;9;5;2;2;1;1
7639;2;8;8;2;2;1;1
7640;2;7;8; ;2;2;2
7641;2;3;3;2;2;1;2
7642;1;4;3; ;2;1;2
7643;1;2;3;2;2;2;2
7644;2;6;2;2;2;1;2
7645;2;5;8; ;2;1;2
7646;2;8;8; ;2;1;2
7647;1;8;8; ;2;1;2
7648;1;3;3;2;2;1;2
7649;1;8;8;1;1;1;2
7650;1;8;8; ;2;1;2
7651;1;4;4;2;1;1;2
7652;2;7;7; ;2;1;2
7653;2;8;8;2;1;1;2
7654;2;8;4; ;2;1;2
7655;2;5;8; ;2;1;2
7656;2;3;3;2;2;1;2
7657;2;5;8;2;2;1;2
7658;1;4;1; ;2;2;2
7659;1;8;8; ;2;1;2
7660;2;7;4;2;2;1;2
7661;2;4;4; ;2;1;2
7662;2;9;5; ;2;1;2
7663;2;4;4;1;2;1;2
7664;2;8;8; ;2;1;2
7665;1;2;3; ;2;2;2
7666;2;6;4; ;2;2;2
7667;2;4;6;2;2;1;2
7668;2;7;3; ;2;2;2
7669;2;7;8; ;2;1;2
7670;2;2;2; ;2;2;2
7671;2;3;6; ;2;1;2
7672;2;4;4; ;2;2;2
7673;2;5;8; ;2;1;2
7674;2;4;8; ;1;1;2
7675;2;9;7; ;2;1;2
7676;2;7;8; ;2;1;2
7677;2;5;2;2;1;1;2
7678;2;3;3;2;2;1;2
7679;2;3;8;2;2;1;2
7680;2;5;8; ;2;1;2
7681;2;3;8;2;2;1;2
7682;1;3;6; ;2;1;2
7683;2;5;5;2;1;1;2
7684;1;8;8; ;2;2;2
7685;1;1;1; ;2;2;2
7686;2;3;3; ;2;2;2
7687;2;2;2; ;2;1;2
7688;2;3;3; ;2;2;2
7689;2;2;2; ;2;1;2
7690;2;6;6; ;1;1;2
7691;1;6;6; ;2;1;2
7692;2;3;3; ;2;1;2
7693;2;3;3;2;2;1;2
7694;1;5;8; ;2;1;1
7695;2;4;4; ;2;1;2
7696;2;5;8; ;2;1;2
7697;2;9;9; ;2;1;2
7698;2;7;8; ;2;1;2
7699;2;3;3; ;2;1;2
7700;1;4;4;2;2;1;2
7701;1;3;2; ;2;1;2
7702;1;8;8; ;2;2;2
7703;1;8;8; ;2;1;1
7704;2;4;4;2;2;1;2
7705;2;3;4;2;2;1;2
7706;1;5;3; ;2;2;2
7707;1;9;9;2;2;2;2
7708;2;2;5; ;2;2;2
7709;2;3;2;2;2;1;2
7710;1;3;3;2;1;2;2
7711;1;8;8; ;1;2;2
7712;2;8;7; ;2;1;2
7713;1;2;2; ;2;2;1
7714;2;8;8;2;2;2;2
7715;2;4;4;2;2;1;2
7716;2;8;5; ;2;1;1
7717;1;5;5; ;2;1;2
7718;1;8;2; ;2;1;2
7719;2;8;8; ;2;2;2
7720;1;9;8; ;2;2;2
7721;2;3;3;2;2;1;2
7722;2;6;4; ;2;2;2
7723;2;7;5;2;2;2;2
7724;2;2;2;2;2;1;2
7725;1;6;6;2;2;2;2
7726;1;9;8; ;2;1;2
7727;2;6;5; ;2;1;2
7728;1;5;5; ;1;1;2
7729;2;8;8;2;1;2;2
7730;2;9;9; ;2;1;2
7731;2;8;3; ;2;2;2
7732;2;8;4;2;1;2;2
7733;1;9;9;2;2;1;2
7734;1;3;5;2;2;2;2
7735;2;6;3;2;1;1;2
7736;2;5;3; ;2;2;2
7737;1;3;3; ;2;2;2
7738;2;3;5;2;2;1;2
7739;2;6;5; ;2;1;2
7740;2;4;4;2;2;1;2
7741;2;8;8; ;1;1;2
7742;2;8;8; ;2;1;2
7743;1;8;8; ;2;1;2
7744;1;4;4;2;1;1;2
7745;1;4;8;2;1;1;2
7746;1;5;4;1;2;1;2
7747;1;6;6; ;2;1;2
7748;1;4;6;2;2;2;2
7749;1;8;4;2;2;1;2
7750;1;6;4;2;2;1;2
7751;1;3;3;1;2;1;2
7752;2;5;8;2;1;1;2
7753;2;3;3;2;2;2;2
7754;2;7;6; ;2;1;2
7755;2;7;5;2;1;1;2
7756;2;3;3;1;1;1;2
7757;1;8;8; ;2;2;2
7758;2;3;3; ;2;1;2
7759;2;2;2;2;1;1;2
7760;1;7;8;2;2;1;2
7761;1;4;5;2;2;1;2
7762;1;2;2;2;1;1;2
7763;2;6;8;2;1;1;2
7764;2;2;8;2;1;1;2
7765;2;6;4;2;1;1;2
7766;2;9;3;2;2;1;2
7767;1;6;6;2;1;1;2
7768;1;8;8; ;1;1;2
7769;1;4;4;2;2;2;2
7770;2;8;5;2;1;1;2
7771;2;7;5;2;1;1;2
7772;2;4;4;2;2;1;2
7773;2;3;3;2;2;1;2
7774;2;7;4; ;2;1;2
7775;2;9;4;2;1;2;2
7776;2;9;3; ;2;2;2
7777;2;6;8; ;1;1;2
7778;1;9;9;2;9;1;2
7779;1;7;8;2;1;2;2
7780;2;6;4;2;1;1;2
7781;2;8;8;1;1;1;2
7782;2;8;8; ;2;1;2
7783;2;7;6;2;2;1;2
7784;2;5;5;2;1;1;1
7785;2;3;2;2;1;1;2
7786;1;8;8; ;2;2;2
7787;1;8;8; ;1;2;2
7788;1;4;5;2;1;1;2
7789;1;6;5;2;2;1;2
7790;2;7;4; ;2;2;2
7791;2;9;5;2;2;1;2
7792;2;4;8;2;1;1;2
7793;2;7;7; ;2;2;2
7794;1;7;7;2;2;2;2
7795;1;5;4;2;2;2;2
7796;2;8;8;2;1;1;2
7797;2;4;4;2;1;1;2
7798;2;8;8; ;2;1;2
7799;2;8;8;2;2;1;2
7800;2;7;5;2;2;1;2
7801;2;3;8; ;1;1;2
7802;1;8;8;2;1;1;2
7803;2;5;5;1;2;1;2
7804;2;8;8; ;1;1;2
7805;1;8;6;2;2;1;2
7806;1;8;8; ;1;1;2
7807;2;8;7;2;1;1;2
7808;2;7;7; ;2;2;2
7809;2;3;6;2;2;2;2
7810;2;6;9;2;1;1;2
7811;2;8;8;2;2;1;2
7812;1;4;4;2;2;2;2
7813;2;8;6;2;2;1;2
7814;2;8;8; ;1;1;2
7815;2;2;2; ;1;1;2
7816;2;8;6; ;2;1;2
7817;2;6;8;2;1;1;1
7818;2;9;4;2;1;1;2
7819;2;8;8; ;1;1;2
7820;1;8;7; ;2;1;2
7821;2;4;4;2;1;1;2
7822;1;5;4;2;2;1;2
7823;1;8;8;1;1;1;2
7824;1;8;8;2;1;2;2
7825;2;3;3;2;2;1;2
7826;2;5;7;2;2;1;2
7827;2;8;5;2;1;1;2
7828;2;6;6; ;2;1;2
7829;2;5;4;2;1;1;2
7830;1;5;5; ;1;1;2
7831;1;8;7; ;1;1;2
7832;2;8;8; ;2;1;2
7833;2;4;5;1;1;1;2
7834;2;8;8; ;2;1;1
7835;2;2;4;2;1;2;2
7836;1;7;4;2;2;2;2
7837;2;8;5; ;1;1;2
7838;2;6;3;2;2;1;2
7839;1;8;8; ;2;1;2
7840;2;7;4; ;1;1;2
7841;1;3;3; ;2;1;2
7842;1;8;8;2;1;1;2
7843;1;5;8; ;2;2;2
7844;1;8;5; ;2;2;2
7845;1;4;4;2;2;2;2
7846;1;6;7;2;2;1;2
7847;1;4;3;2;2;2;2
7848;1;8;5;2;2;1;2
7849;1;5;8; ;1;1;2
7850;1;8;5; ;2;1;2
7851;1;5;2;2;1;2;2
7852;1;4;4;1;2;2;2
7853;1;5;5;2;2;1;2
7854;1;8;8; ;1;1;2
7855;1;2;3; ;2;1;2
7856;1;8;8; ;2;1;2
7857;1;9;5;2;2;2;2
7858;1;4;4; ;2;1;2
7859;1;3;4;2;2;2;2
7860;1;7;6; ;1;1;2
7861;1;5;3;1;2;1;2
7862;1;2;5; ;2;1;2
7863;1;8;8;2;1;2;2
7864;1;4;5;2;2;2;2
7865;1;9;8; ;2;2;2
7866;1;8;8; ;2;1;2
7867;1;3;6; ;2;1;2
7868;1;5;4;2;2;1;2
7869;1;7;6;2;2;1;2
7870;2;4;6;2;2;1;2
7871;2;5;5;2;2;1;2
7872;2;8;5; ;2;1;2
7873;2;5;5;1;2;1;2
7874;2;7;7;2;2;1;2
7875;2;8;4;2;2;1;2
7876;2;8;8;2;2;2;2
7877;2;3;3;2;1;2;2
7878;2;8;5;2;2;1;2
7879;2;8;8; ;1;1;2
7880;2;3;4;2;2;2;2
7881;2;4;8;2;1;2;2
7882;2;3;5;2;2;1;2
7883;2;5;4;2;1;2;2
7884;2;3;3; ;2;2;2
7885;2;3;3; ;2;1;2
7886;2;7;8;2;2;1;2
7887;2;8;8; ;1;1;2
7888;2;6;4;2;2;2;2
7889;2;4;4;1;2;1;2
7890;2;7;4; ;2;2;2
7891;2;8;8; ;2;1;2
7892;1;9;9; ;2;2;2
7893;1;8;8; ;2;2;2
7894;1;8;8; ;2;1;2
7895;1;8;8; ;2;2;2
7896;1;2;2;2;1;1;2
7897;1;4;7; ;2;1;2
7898;1;8;8; ;2;1;2
7899;1;8;7; ;2;1;2
7900;1;8;8; ;2;1;2
7901;1;2;3;2;2;2;2
7902;1;6;6; ;2;2;2
7903;1;3;3;1;2;1;2
7904;1;4;3; ;2;1;2
7905;2;2;3; ;2;2;2
7906;2;9;5;2;1;2;2
7907;2;8;5; ;2;1;2
7908;2;8;4; ;2;2;2
7909;2;8;5; ;1;2;2
7910;2;4;6;2;2;2;2
7911;2;3;3;2;1;2;2
7912;2;7;5;2;2;1;2
7913;2;3;3;2;2;1;2
7914;2;8;8;2;1;2;2
7915;2;5;6; ;2;1;2
7916;2;3;3;2;2;2;2
7917;2;5;3;2;2;2;2
7918;2;3;3;2;2;1;2
7919;1;9;9; ;2;2;2
7920;1;9;2; ;2;1;2
7921;1;3;3; ;2;2;2
7922;1;3;3; ;2;2;2
7923;1;2;2; ;2;2;2
7924;1;2;2; ;2;2;2
7925;1;4;4; ;2;2;2
7926;1;2;3; ;2;2;2
7927;1;5;5; ;2;2;2
7928;1;3;8; ;2;2;1
7929;1;2;2; ;2;2;2
7930;1;3;3; ;2;1;2
7931;1;4;4; ;2;2;2
7932;1;9;6;2;2;1;2
7933;1;1;1; ;2;2;2
7934;1;6;5;2;2;1;2
7935;1;8;7; ;2;2;2
7936;1;2;1; ;2;2;2
7937;2;9;9; ;2;1;2
7938;2;5;4; ;2;2;2
7939;2;4;4; ;2;1;2
7940;2;3;4;2;2;2;2
7941;2;7;4; ;2;2;2
7942;2;4;4; ;2;2;2
7943;2;2;2;2;2;2;2
7944;2;5;8; ;2;2;2
7945;1;9;2;2;2;2;2
7946;1;8;6; ;2;1;2
7947;1;4;8; ;2;1;2
7948;1;3;3;1;2;1;2
7949;1;4;4;2;2;2;2
7950;1;3;5;2;2;1;2
7951;1;4;4; ;2;2;2
7952;1;5;4; ;2;1;2
7953;1;4;3; ;2;1;2
7954;1;4;8;2;1;2;2
7955;1;8;5;2;2;2;2
7956;1;8;8;2;2;2;2
7957;1;4;6; ;2;2;2
7958;1;8;5; ;2;1;2
7959;1;6;6; ;2;1;2
7960;2;3;3;1;1;1;2
7961;2;8;4;2;1;1;2
7962;2;9;4; ;2;1;2
7963;2;6;5; ;2;2;2
7964;2;6;6;2;2;1;2
7965;2;8;8; ;2;1;2
7966;2;5;5;9;2;2;2
7967;2;4;4;2;1;2;2
7968;2;4;8;2;2;1;2
7969;2;5;5; ;2;2;2
7970;2;6;6;2;2;1;2
7971;2;7;7;2;2;1;2
7972;2;9;9;2;2;2;2
7973;2;7;8;2;2;1;2
7974;2;8;8; ;2;2;2
7975;2;9;2; ;2;1;2
7976;1;8;8; ;1;1;2
7977;1;3;3; ;2;2;2
7978;1;3;6; ;2;1;2
7979;1;8;4;2;2;2;2
7980;1;8;8;2;1;1;2
7981;1;9;5;2;1;2;2
7982;2;6;3; ;2;1;2
7983;2;7;7;2;2;1;2
7984;2;3;3;2;2;1;2
7985;2;8;8; ;2;2;2
7986;2;3;3;2;2;1;2
7987;2;8;8;2;2;2;2
7988;2;2;2;2;2;2;2
7989;2;8;8; ;2;1;2
7990;1;4;4; ;2;1;2
7991;1;5;3; ;2;2;2
7992;1;8;4; ;2;1;2
7993;1;4;4; ;2;2;2
7994;1;3;3;2;2;2;2
7995;1;5;4; ;2;2;2
7996;1;5;8; ;2;2;2
7997;2;8;8; ;2;2;2
7998;2;2;2;2;2;2;2
7999;2;7;6; ;2;2;2
8000;2;8;7; ;2;2;2
8001;1;8;8;2;2;1;2
8002;1;5;5;2;1;1;2
8003;1;8;5;2;1;1;2
8004;1;4;5;2;1;2;2
8005;1;5;3;2;2;2;2
8006;1;8;5;2;1;1;2
8007;1;5;5;1;1;1;2
8008;1;5;6;2;2;2;2
8009;1;8;8; ;1;1;2
8010;1;8;8;2;1;1;2
8011;1;4;5;2;1;1;2
8012;1;9;9; ;2;1;2
8013;1;8;8; ;2;1;2
8014;1;2;2;2;2;2;2
8015;1;4;4; ;2;2;2
8016;2;8;6;2;2;2;2
8017;2;6;5;2;2;1;2
8018;2;8;5;2;2;1;2
8019;2;8;8;1;2;1;2
8020;2;4;4;1;1;1;2
8021;2;9;8; ;2;1;2
8022;2;2;6;2;2;1;2
8023;2;4;4; ;1;1;2
8024;2;3;4;2;2;1;2
8025;2;4;4;2;2;1;2
8026;2;4;5;2;2;1;2
8027;2;6;8; ;2;1;2
8028;2;6;8;2;1;1;2
8029;2;8;5;1;1;1;2
8030;2;8;9; ;2;2;2
8031;2;5;5;2;2;1;2
8032;2;7;8;2;2;2;2
8033;2;4;5;2;2;2;2
8034;2;8;8; ;2;2;2
8035;2;4;6; ;2;2;2
8036;2;8;8; ;2;2;2
8037;2;4;6;2;2;1;2
8038;1;9;9;2;1;2;2
8039;1;3;2; ;2;1;2
8040;1;4;8; ;2;2;2
8041;1;8;4;2;2;1;2
8042;1;8;8; ;2;2;2
8043;1;8;4; ;2;1;2
8044;1;8;8; ;2;1;2
8045;1;3;3; ;2;2;2
8046;1;7;4;2;2;2;2
8047;1;8;8;2;2;2;2
8048;1;2;2;2;2;2;2
8049;1;7;7; ;2;2;2
8050;1;7;7; ;2;2;2
8051;1;3;3; ;2;1;2
8052;2;3;3;2;1;1;2
8053;2;7;4; ;2;1;2
8054;2;6;3;2;2;2;2
8055;2;4;6;2;2;1;2
8056;1;9;4; ;2;2;2
8057;1;8;6; ;2;1;2
8058;1;4;5;2;2;2;2
8059;2;3;3; ;2;2;2
8060;2;5;4; ;2;2;2
8061;2;3;3; ;1;2;2
8062;1;3;3;2;2;1;2
8063;1;4;4;2;1;1;2
8064;1;3;3;2;2;1;2
8065;1;8;4; ;2;1;2
8066;1;8;8;2;1;1;2
8067;1;4;8; ;2;1;2
8068;1;8;5; ;2;1;2
8069;1;8;8; ;1;1;2
8070;1;6;5; ;2;1;2
8071;1;8;8;2;1;1;2
8072;1;8;5;2;1;2;2
8073;1;4;4; ;2;1;2
8074;1;8;8; ;2;1;2
8075;1;8;7; ;2;1;2
8076;1;8;8; ;1;1;2
8077;1;5;5; ;2;2;2
8078;1;6;8;2;2;1;2
8079;2;8;8; ;1;1;2
8080;2;4;6;2;2;1;2
8081;2;8;7; ;2;1;2
8082;2;7;5; ;2;1;2
8083;2;7;6;2;2;2;2
8084;2;7;6; ;2;2;2
8085;2;4;2;2;2;2;2
8086;2;5;7;2;2;1;2
8087;2;5;5; ;2;2;2
8088;2;9;9;2;1;2;2
8089;2;4;4;2;2;2;2
8090;2;5;4;2;2;1;2
8091;2;2;4;2;2;1;2
8092;2;9;9; ;2;2;2
8093;2;4;6;2;2;1;2
8094;2;5;5; ;1;1;2
8095;2;4;4; ;2;1;2
8096;2;4;4;2;1;1;2
8097;1;8;8;2;1;1;2
8098;1;8;6; ;2;2;2
8099;1;9;9; ;2;1;2
8100;1;4;5; ;2;2;2
8101;1;4;4;2;2;1;1
8102;1;3;3;2;2;1;2
8103;1;8;5; ;1;2;2
8104;1;9;5;2;2;2;2
8105;1;9;9; ;2;1;2
8106;2;3;3;2;2;1;2
8107;2;9;9; ;2;2;2
8108;2;8;5; ;2;2;2
8109;2;3;3; ;2;2;2
8110;2;8;6; ;2;1;2
8111;2;8;8;2;1;2;2
8112;2;5;7;2;1;1;2
8113;2;8;8; ;1;1;2
8114;1;3;2; ;2;2;2
8115;1;4;3; ;2;2;2
8116;1;8;8;2;1;1;2
8117;2;8;6; ;2;2;2
8118;1;8;8; ;2;1;2
8119;1;2;2; ;2;1;2
8120;1;4;5;2;2;1;2
8121;1;8;4;2;1;1;2
8122;1;8;8; ;2;1;2
8123;1;6;8;1;2;1;2
8124;1;5;5; ;2;2;2
8125;1;8;7; ;2;1;2
8126;1;5;4;2;2;2;2
8127;1;6;6;2;2;1;2
8128;1;9;9;1;2;1;2
8129;1;3;3; ;2;1;2
8130;1;8;8; ;1;1;2
8131;2;7;5;2;1;2;2
8132;2;3;3; ;2;1;2
8133;2;4;4; ;2;1;2
8134;2;9;8;2;1;2;2
8135;2;9;3;2;2;1;2
8136;2;8;8;2;1;1;2
8137;2;8;8; ;2;2;2
8138;2;7;8; ;2;2;2
8139;2;8;8; ;2;1;2
8140;2;9;5; ;2;2;2
8141;2;4;6;2;2;2;2
8142;2;8;8;2;1;2;2
8143;2;8;8;2;2;2;2
8144;2;3;4;2;2;2;2
8145;2;9;9;2;2;2;2
8146;2;4;4;2;2;2;2
8147;2;3;4; ;2;1;2
8148;1;3;3; ;2;1;2
8149;1;8;8; ;2;1;2
8150;1;4;6;2;1;1;2
8151;1;7;7; ;2;1;2
8152;1;8;8; ;2;2;2
8153;1;6;5;2;1;2;2
8154;1;5;7; ;2;2;2
8155;1;8;7; ;2;2;2
8156;1;8;4; ;2;1;2
8157;1;2;3; ;2;2;2
8158;1;5;8; ;2;2;2
8159;2;5;4; ;2;1;2
8160;2;5;5; ;2;2;2
8161;2;4;5; ;2;2;2
8162;2;8;7;2;1;1;2
8163;2;6;5;2;1;2;2
8164;2;3;3;2;2;1;2
8165;2;6;8; ;1;2;2
8166;2;7;3; ;2;2;2
8167;2;3;3;2;2;2;2
8168;2;2;6; ;2;2;2
8169;2;2;4;2;2;2;2
8170;2;3;5; ;2;2;2
8171;1;8;4;2;2;2;2
8172;1;2;2;2;2;1;2
8173;2;5;2;2;2;1;2
8174;2;8;6; ;2;2;2
8175;1;4;4;2;2;1;2
8176;1;5;3;2;2;2;2
8177;1;8;8; ;2;1;2
8178;1;2;4;2;2;1;2
8179;1;5;5;2;1;1;2
8180;1;7;3;2;2;2;2
8181;1;4;4;2;2;2;2
8182;1;4;3;2;2;2;2
8183;1;3;3;2;2;2;2
8184;1;2;3;2;2;1;2
8185;2;8;8; ;2;1;2
8186;2;6;5;2;1;1;2
8187;2;6;8;2;2;2;2
8188;2;8;8;1;1;1;2
8189;1;3;2;2;2;2;2
8190;2;3;5;2;2;2;2
8191;2;6;8; ;2;1;2
8192;2;3;6; ;2;2;2
8193;2;9;7;2;2;1;2
8194;2;6;5; ;2;2;2
8195;2;3;6;2;2;1;2
8196;2;4;4;2;1;2;2
8197;2;4;4;2;2;1;1
8198;2;3;4; ;2;1;2
8199;2;8;8;2;2;2;2
8200;2;4;4;2;1;1;2
8201;2;9;9;2;2;1;2
8202;2;8;8; ;2;1;2
8203;1;8;8; ;2;2;2
8204;1;8;6; ;2;2;2
8205;1;5;7; ;2;2;2
8206;1;8;8;2;1;1;2
8207;1;5;5;2;1;1;2
8208;1;5;8; ;2;2;2
8209;1;9;4;2;2;2;2
8210;1;2;3;2;1;1;2
8211;1;5;5; ;1;2;2
8212;1;3;3; ;2;2;2
8213;1;3;3; ;2;1;2
8214;1;4;4;2;2;2;2
8215;1;8;8; ;9;1;2
8216;2;3;3; ;2;2;2
8217;2;2;2;2;2;2;2
8218;2;8;7; ;2;2;2
8219;2;3;6;2;1;2;2
8220;2;8;8; ;2;1;2
8221;2;6;7;2;1;1;2
8222;2;4;5;2;1;1;2
8223;2;5;4; ;2;2;2
8224;1;2;1;2;2;1;2
8225;1;8;3; ;2;2;2
8226;1;3;4; ;2;2;2
8227;1;5;5; ;2;2;2
8228;1;8;8; ;2;2;2
8229;1;3;8; ;2;1;2
8230;1;8;6; ;2;2;2
8231;2;6;6;2;2;2;2
8232;2;6;2; ;2;1;2
8233;2;4;4; ;2;2;2
8234;1;4;4; ;2;1;2
8235;1;7;5;2;1;1;2
8236;1;2;4;2;2;1;2
8237;1;3;2; ;2;1;2
8238;2;7;4;2;2;1;2
8239;2;8;7; ;2;1;2
8240;2;3;3;2;2;1;2
8241;2;4;4;2;2;1;2
8242;2;4;6;2;1;2;2
8243;1;8;8; ;2;2;2
8244;1;8;4; ;2;1;2
8245;1;8;8; ;2;2;2
8246;1;2;3;2;2;1;2
8247;1;9;6;2;2;1;2
8248;1;4;4;2;2;1;2
8249;1;5;4; ;2;2;2
8250;1;4;4; ;2;1;2
8251;1;5;3; ;2;1;2
8252;1;5;5; ;2;1;2
8253;2;3;3;2;2;2;2
8254;2;8;8; ;2;1;2
8255;2;8;8;2;2;1;2
8256;2;3;4;2;1;1;2
8257;2;9;9;2;2;1;2
8258;1;3;4; ;2;2;2
8259;1;3;3; ;2;2;2
8260;1;1;1; ;2;2;2
8261;2;4;4;2;2;2;2
8262;2;3;2;2;1;2;2
8263;1;5;8;2;1;2;2
8264;1;2;2;2;2;1;2
8265;1;3;2;1;1;1;2
8266;1;5;6; ;2;2;2
8267;1;6;2;2;2;2;2
8268;2;9;8;2;2;2;2
8269;2;3;3;2;2;2;2
8270;2;6;5; ;2;1;2
8271;2;5;6;1;1;1;2
8272;2;8;8; ;2;1;2
8273;2;6;8; ;2;1;2
8274;2;7;6;2;2;1;2
8275;2;6;6; ;1;2;2
8276;1;8;8; ;1;1;2
8277;1;7;8; ;1;2;2
8278;1;8;4;2;1;1;2
8279;2;3;5;2;2;2;2
8280;2;6;6;2;1;2;2
8281;2;5;5;2;2;1;2
8282;2;5;5;2;1;1;2
8283;2;9;9;2;2;2;2
8284;2;2;3; ;2;2;2
8285;1;9;6;2;1;2;2
8286;2;5;8; ;2;2;2
8287;1;4;5;2;1;1;2
8288;1;4;4; ;2;1;2
8289;1;8;8;2;2;1;2
8290;1;6;7;2;2;1;2
8291;1;7;3;1;2;2;2
8292;1;8;5;2;2;1;2
8293;1;6;6; ;2;1;2
8294;2;8;8; ;2;2;2
8295;2;3;3;2;1;2;2
8296;2;4;4;2;2;2;2
8297;2;8;8;1;1;1;2
8298;2;4;4;2;2;2;2
8299;2;4;8;2;2;1;2
8300;2;8;8; ;2;1;2
8301;2;8;7; ;2;2;2
8302;1;4;4;2;1;1;2
8303;1;8;8;2;2;2;2
8304;1;8;8;2;2;1;2
8305;1;8;8; ;2;1;2
8306;2;7;6; ;2;2;2
8307;2;8;8; ;2;2;2
8308;2;8;8; ;2;2;2
8309;2;5;7;2;1;1;2
8310;2;5;5; ;2;1;2
8311;2;8;5;2;1;2;2
8312;2;8;4; ;2;2;2
8313;2;8;8; ;1;1;2
8314;1;4;4;2;1;1;2
8315;1;6;4; ;2;1;2
8316;1;3;2; ;2;2;2
8317;1;3;2; ;2;2;2
8318;1;6;5;2;2;2;2
8319;1;8;8; ;2;1;2
8320;1;6;3;2;2;2;2
8321;1;4;8; ;2;1;2
8322;2;3;3; ;2;2;2
8323;2;4;3; ;2;2;2
8324;1;6;5;2;1;1;2
8325;1;8;8; ;2;1;2
8326;1;6;4;2;2;1;2
8327;1;5;4;2;2;1;2
8328;1;8;8; ;2;1;2
8329;1;8;8; ;1;1;1
8330;1;8;8; ;1;1;2
8331;1;2;3;2;2;1;2
8332;1;4;4;2;2;1;2
8333;1;8;8; ;1;1;2
8334;1;9;4; ;2;1;2
8335;1;5;8; ;2;1;2
8336;1;3;3; ;2;2;2
8337;2;6;6;2;2;2;2
8338;2;8;6; ;2;1;2
8339;2;9;4;2;2;2;2
8340;2;9;6;2;2;2;2
8341;2;4;4;2;2;1;2
8342;2;4;6; ;2;1;2
8343;2;8;8;2;2;2;2
8344;2;8;6; ;2;1;2
8345;2;4;4;2;2;1;2
8346;2;4;8;2;2;2;2
8347;2;3;3;2;2;1;2
8348;2;8;7; ;2;1;2
8349;1;8;4; ;2;1;2
8350;1;3;3; ;2;1;2
8351;1;4;5;2;2;1;2
8352;1;8;6; ;2;2;2
8353;2;9;4;2;2;2;2
8354;2;3;3;2;2;2;2
8355;2;2;4;2;2;2;2
8356;2;9;8; ;2;2;2
8357;1;8;8; ;2;1;2
8358;1;4;2;2;2;1;2
8359;2;8;3; ;2;2;2
8360;2;4;4; ;2;2;2
8361;1;6;8;2;1;1;2
8362;1;8;8; ;2;1;2
8363;1;3;3; ;2;1;2
8364;1;3;3; ;2;2;2
8365;1;8;6; ;2;1;2
8366;2;9;3;2;2;2;2
8367;2;7;6;2;1;1;2
8368;2;6;4; ;2;1;2
8369;2;8;3;1;2;2;2
8370;2;6;3; ;2;1;2
8371;2;4;6;2;2;1;2
8372;2;4;7;2;2;1;2
8373;2;8;4;1;1;1;2
8374;2;2;3;2;2;2;2
8375;2;2;4;2;2;2;2
8376;2;8;9; ;1;2;2
8377;1;4;3; ;2;1;2
8378;1;8;8; ;2;2;2
8379;1;4;6; ;2;2;2
8380;1;8;8; ;2;1;2
8381;1;3;5;2;2;2;2
8382;1;7;6;2;1;1;2
8383;2;5;2;2;2;2;2
8384;2;2;2;2;2;2;2
8385;2;4;5; ;2;1;2
8386;2;9;4; ;2;1;2
8387;2;5;3;2;2;2;2
8388;2;3;3;2;1;2;2
8389;2;5;5;2;2;2;2
8390;2;7;6;2;1;1;2
8391;1;8;8; ;2;2;2
8392;1;8;2;2;2;2;1
8393;1;5;3; ;2;1;2
8394;2;3;3; ;2;2;2
8395;1;8;8; ;2;1;2
8396;1;9;9;2;2;1;2
8397;1;5;5; ;2;1;2
8398;1;8;3;2;2;2;2
8399;1;4;4;1;2;2;2
8400;1;8;8;2;1;1;2
8401;1;8;8; ;2;1;2
8402;2;4;4;2;2;2;2
8403;2;6;8; ;2;1;2
8404;2;8;5;2;1;1;2
8405;1;3;5;2;2;2;2
8406;1;4;5;2;2;2;2
8407;1;8;8; ;2;1;2
8408;1;3;4;2;2;2;2
8409;1;3;3;2;2;2;2
8410;1;4;4; ;2;1;2
8411;2;4;5;2;1;2;2
8412;2;7;7; ;2;2;2
8413;1;3;2;2;2;2;2
8414;1;4;3; ;2;2;2
8415;2;4;4; ;2;2;2
8416;1;3;3;1;2;1;2
8417;1;7;7; ;2;1;2
8418;1;3;6; ;2;2;2
8419;1;6;6; ;2;2;2
8420;1;8;7; ;1;1;2
8421;1;3;3;2;1;2;2
8422;1;9;9;2;1;2;2
8423;1;8;8;1;1;2;2
8424;2;3;3; ;2;1;2
8425;2;6;4; ;2;1;2
8426;2;8;6; ;2;1;2
8427;2;2;6; ;2;1;2
8428;2;4;4;1;1;2;2
8429;2;8;7;1;1;1;2
8430;1;8;8; ;2;1;2
8431;1;8;8; ;2;1;2
8432;1;4;7; ;2;2;2
8433;2;3;3; ;2;2;2
8434;2;4;4;2;2;2;2
8435;2;4;4;2;2;2;2
8436;2;4;8; ;2;2;2
8437;1;8;4; ;2;1;2
8438;1;4;3;2;2;2;2
8439;2;2;2; ;2;2;2
8440;2;4;4; ;2;2;2
8441;1;3;3;2;2;1;1
8442;1;3;6; ;2;2;2
8443;1;8;8;2;1;1;2
8444;1;5;4;2;1;1;2
8445;1;1;4; ;2;1;2
8446;1;8;5; ;2;2;2
8447;1;7;7;2;2;1;2
