IDENT;SEXO;ESTUDIOS_PADRE;ESTUDIOS_MADRE;EST_B2_2;EST_M1;EST_B11_2;EST_B11_3
26177;2;8;8;1;2;1;2
26178;1;8;6; ;2;2;2
26179;1;8;7; ;2;1;2
26180;2;4;3; ;2;2;2
26181;2;4;4; ;2;2;2
26182;1;8;8; ;2;1;2
26183;1;8;8; ;2;1;2
26184;2;8;8; ;1;1;2
26185;1;8;6;2;2;2;2
26186;1;7;5; ;2;1;2
26187;1;8;8; ;1;1;2
26188;2;8;8; ;2;1;2
26189;2;6;8; ;2;1;2
26190;2;7;7;2;2;1;2
26191;2;8;8; ;2;2;2
26192;1;8;8;2;1;1;2
26193;2;8;8; ;2;1;2
26194;2;8;8; ;2;1;2
26195;2;8;8;1;2;2;2
26196;2;7;4; ;2;2;2
26197;1;7;5; ;2;1;2
26198;1;9;9; ;2;2;2
26199;1;8;8; ;2;1;2
26200;2;8;8; ;2;1;2
26201;2;8;6; ;2;1;2
26202;1;4;4;2;2;2;2
26203;1;8;8; ;2;1;2
26204;2;8;9; ;2;1;2
26205;1;8;8; ;2;1;2
26206;1;8;8;2;1;1;2
26207;1;5;5; ;2;2;2
26208;1;8;8; ;2;1;2
26209;1;8;8;2;1;2;2
26210;1;8;6; ;2;2;2
26211;1;8;8; ;2;2;2
26212;1;8;8; ;2;2;2
26213;1;8;8;2;1;1;2
26214;1;5;8; ;2;1;2
26215;1;8;5; ;2;1;2
26216;1;5;8; ;2;1;2
26217;1;3;3;1;2;1;2
26218;1;8;8;2;2;2;2
26219;1;4;4;2;1;1;2
26220;1;8;8;2;2;1;2
26221;1;3;8;2;2;2;2
26222;1;8;8;2;1;2;2
26223;1;4;3;2;2;2;2
26224;1;4;4;2;2;2;2
26225;1;4;5;2;2;1;2
26226;1;8;8; ;1;1;2
26227;1;4;8;1;2;2;2
26228;2;6;8; ;2;2;2
26229;2;8;7; ;2;2;2
26230;2;8;8; ;1;2;2
26231;2;8;8; ;2;2;2
26232;2;8;7;1;2;1;2
26233;2;8;5;1;2;2;2
26234;2;6;8;1;2;2;2
26235;2;8;8;1;2;2;2
26236;2;8;8; ;2;1;2
26237;2;6;6;2;2;1;2
26238;2;8;6;1;1;2;2
26239;2;9;9; ;2;2;2
26240;2;8;6; ;2;2;2
26241;2;4;6;1;2;2;2
26242;2;8;8; ;2;2;2
26243;2;8;8;2;1;2;2
26244;2;8;8; ;2;2;2
26245;2;8;5;9;2;2;2
26246;2;8;8;2;1;1;2
26247;2;8;7; ;2;1;2
26248;2;8;4;1;2;1;2
26249;2;8;7; ;1;2;2
26250;2;9;5;2;2;2;2
26251;2;4;6; ;2;2;2
26252;2;3;6;1;2;1;2
26253;2;4;3;2;1;2;2
26254;2;5;6; ;2;1;2
26255;2;8;8; ;2;2;2
26256;2;3;3;2;2;2;2
26257;2;4;8; ;2;2;2
26258;2;5;5;2;2;1;2
26259;2;3;3;2;2;1;1
26260;2;8;8;2;2;2;2
26261;2;9;8;1;2;1;2
26262;2;8;7; ;2;1;2
26263;2;7;7;1;2;2;2
26264;2;8;8; ;2;1;2
26265;2;4;6;2;2;1;2
26266;2;8;8;1;2;2;2
26267;2;4;8;2;2;1;2
26268;2;8;7;2;2;1;2
26269;1;4;6; ;2;1;2
26270;1;8;8;1;2;1;2
26271;1;8;8;2;2;2;2
26272;1;8;8; ;2;1;2
26273;1;8;8; ;2;2;2
26274;1;4;4;2;1;1;2
26275;2;8;8; ;2;1;2
26276;2;8;8;2;2;2;2
26277;2;8;8;2;1;1;2
26278;2;5;5;1;1;2;2
26279;2;9;8; ;2;1;2
26280;2;4;4;2;2;2;2
26281;2;8;8; ;2;1;2
26282;2;9;8; ;2;2;2
26283;1;3;3; ;2;1;2
26284;1;4;6; ;2;1;2
26285;2;5;4; ;2;1;2
26286;2;6;8;2;1;2;2
26287;2;8;8; ;2;2;2
26288;1;8;8; ;2;2;2
26289;1;8;5;2;1;2;2
26290;1;8;8; ;2;2;2
26291;1;8;8; ;1;2;2
26292;1;9;9; ;2;1;2
26293;1;8;8; ;1;2;2
26294;1;8;8; ;2;1;2
26295;2;6;8;1;1;2;2
26296;2;3;6;2;2;1;2
26297;2;4;8;2;2;2;2
26298;2;8;7;2;2;1;2
26299;2;8;8; ;2;1;2
26300;2;7;4;2;1;1;2
26301;2;8;4; ;2;1;2
26302;2;8;8; ;2;2;2
26303;2;8;8;1;2;1;2
26304;2;5;8; ;2;2;2
26305;2;3;5;2;2;1;2
26306;2;8;8; ;2;2;2
26307;1;8;8; ;2;2;2
26308;1;6;8;1;1;1;2
26309;2;8;8;1;1;2;2
26310;2;8;8; ;2;1;2
26311;2;8;8; ;2;2;2
26312;2;2;6;2;2;2;2
26313;2;9;8;2;2;2;2
26314;2;8;6; ;2;2;2
26315;2;4;8;2;2;2;2
26316;2;5;8;1;2;1;2
26317;1;3;3;2;2;1;2
26318;1;8;8;2;2;2;2
26319;1;7;4;9;2;1;2
26320;1;8;8; ;2;2;2
26321;1;8;5; ;2;2;2
26322;1;8;4; ;2;1;2
26323;1;9;5;2;2;1;2
26324;1;8;8; ;1;1;2
26325;1;7;8; ;2;2;2
26326;1;8;8;1;2;1;2
26327;1;7;8;1;2;1;2
26328;1;8;8;1;2;1;2
26329;1;8;8; ;1;2;2
26330;2;4;4;2;2;2;2
26331;2;6;4;1;2;1;2
26332;2;3;4;2;2;2;2
26333;2;8;8; ;2;1;2
26334;2;8;8; ;2;2;2
26335;2;8;8; ;2;1;1
26336;2;8;7;1;1;1;2
26337;2;4;5;1;1;2;2
26338;2;9;4; ;2;1;2
26339;2;8;8;2;1;1;2
26340;2;7;3; ;2;1;2
26341;2;9;5; ;2;2;2
26342;2;4;8;1;2;2;2
26343;2;7;5;1;2;1;2
26344;2;9;9;1;2;1;2
26345;2;5;4; ;2;2;2
26346;2;8;8;1;2;2;2
26347;2;8;8; ;2;1;2
26348;2;6;8;2;1;2;2
26349;2;8;8; ;2;2;2
26350;2;8;8; ;2;2;2
26351;2;7;8; ;2;2;2
26352;2;7;6; ;2;1;2
26353;2;7;5;2;2;1;2
26354;2;4;6; ;2;1;2
26355;2;8;8; ;2;1;2
26356;2;7;4;2;2;1;2
26357;2;8;8; ;2;2;2
26358;2;8;8;1;1;2;2
26359;2;8;7;2;2;2;2
26360;2;9;8; ;2;2;2
26361;2;2;2; ;2;2;2
26362;1;9;3;2;2;1;2
26363;1;2;2;2;2;1;2
26364;2;3;3;2;2;2;2
26365;2;5;5; ;1;1;2
26366;2;4;4;2;2;1;2
26367;2;4;4;2;2;2;2
26368;2;3;3; ;1;2;2
26369;2;5;5;2;2;2;2
26370;2;8;5;1;2;2;2
26371;2;8;8; ;2;2;2
26372;2;4;3; ;2;1;1
26373;2;4;4;2;2;1;2
26374;1;5;3;1;2;1;2
26375;1;4;8;2;2;1;2
26376;1;4;8; ;2;1;2
26377;1;7;5;1;2;2;2
26378;1;8;5;2;2;2;2
26379;1;8;8; ;1;1;2
26380;1;4;6;2;1;1;2
26381;1;3;3;2;2;2;2
26382;1;8;8; ;2;2;2
26383;2;5;6;2;2;1;2
26384;2;8;8; ;2;2;2
26385;2;9;3;2;2;2;2
26386;2;4;5;2;2;2;2
26387;2;8;8; ;2;2;2
26388;2;6;4; ;2;1;2
26389;2;5;7; ;2;1;2
26390;2;8;8;1;1;1;2
26391;2;6;8;2;1;1;2
26392;2;8;8;1;2;2;2
26393;2;8;8; ;2;2;2
26394;2;8;6; ;2;2;2
26395;2;8;8;1;1;2;2
26396;2;8;8; ;2;1;2
26397;2;8;8;2;1;2;2
26398;2;8;5;1;2;1;2
26399;2;8;8;1;1;2;2
26400;2;8;8;2;2;2;2
26401;2;8;8; ;2;2;2
26402;2;8;8; ;2;2;2
26403;2;6;8; ;2;2;2
26404;2;6;4;2;2;2;2
26405;2;8;5;1;2;2;2
26406;2;4;4; ;2;1;2
26407;2;6;5;1;2;1;2
26408;2;9;8; ;2;1;2
26409;2;8;8; ;2;1;2
26410;2;6;8; ;2;1;2
26411;2;8;8; ;2;1;2
26412;2;8;8;1;1;2;2
26413;2;3;3;2;2;1;2
26414;2;3;5;2;2;2;2
26415;2;6;8; ;2;2;2
26416;2;8;8; ;2;1;2
26417;2;3;8;1;2;2;2
26418;1;8;8; ;1;1;2
26419;1;8;8; ;2;2;2
26420;1;8;8;1;1;1;2
26421;1;8;8; ;2;2;2
26422;2;9;9; ;2;2;2
26423;2;8;8; ;1;1;2
26424;2;7;8;1;2;2;2
26425;2;8;8;1;1;1;2
26426;2;5;6;2;2;2;2
26427;2;5;5; ;2;2;2
26428;2;5;8;2;2;1;2
26429;1;4;4;2;2;2;2
26430;2;4;3;2;2;1;2
26431;2;9;3; ;2;1;2
26432;1;8;8;2;1;2;2
26433;1;8;5; ;2;1;2
26434;1;3;8;1;2;1;2
26435;1;8;8; ;2;1;2
26436;1;8;8;1;2;2;2
26437;1;8;8;1;2;1;2
26438;1;7;4;1;2;1;2
26439;1;8;8;2;2;2;2
26440;1;8;8; ;2;1;1
26441;1;8;8;1;2;1;2
26442;1;8;8; ;2;2;2
26443;1;8;8; ;2;2;2
26444;1;9;9;2;2;2;2
26445;2;6;4;2;2;2;2
26446;2;8;8;1;1;1;2
26447;2;8;9; ;2;1;2
26448;2;4;4;2;1;2;2
26449;2;8;5;1;1;2;2
26450;2;8;8;2;1;2;2
26451;2;5;8;2;2;1;2
26452;2;7;7; ;2;2;2
26453;2;8;8; ;2;2;2
26454;2;8;8; ;2;1;2
26455;2;8;8;1;2;2;2
26456;2;8;8;2;2;1;2
26457;2;3;3; ;2;2;2
26458;2;5;8; ;2;2;2
26459;2;4;8;2;2;2;2
26460;2;4;8;2;1;2;2
26461;2;7;4;1;1;2;2
26462;2;8;8; ;2;1;2
26463;2;8;8; ;2;2;2
26464;2;8;4;1;2;2;2
26465;2;8;8;1;2;2;2
26466;2;3;4;2;2;1;2
26467;2;3;3;1;2;2;2
26468;2;7;8; ;2;1;2
26469;2;3;8; ;1;1;2
26470;2;8;8; ;2;1;2
26471;2;8;8; ;2;1;2
26472;2;3;3; ;2;1;2
26473;1;8;5;2;2;2;2
26474;1;9;9;2;2;2;2
26475;1;8;8; ;2;1;2
26476;1;8;5; ;1;1;2
26477;1;6;6; ;2;2;2
26478;1;8;5; ;2;2;2
26479;2;8;8;2;2;1;2
26480;2;6;8; ;2;2;2
26481;2;6;4;2;2;2;2
26482;2;8;8; ;1;1;2
26483;2;2;2; ;2;2;2
26484;2;3;5; ;2;1;2
26485;2;9;8; ;2;2;2
26486;1;8;8; ;2;2;2
26487;1;4;6;2;2;2;2
26488;1;8;8; ;1;1;2
26489;1;4;4;1;2;2;2
26490;1;8;8; ;2;2;2
26491;1;3;5;1;2;2;2
26492;1;5;5; ;2;2;2
26493;1;8;8; ;2;2;2
26494;1;8;8; ;2;2;2
26495;1;8;8; ;1;1;2
26496;1;8;8; ;2;2;2
26497;1;6;8; ;2;2;2
26498;1;8;8; ;2;1;2
26499;2;2;2;2;2;2;2
26500;2;5;5; ;2;2;2
26501;2;3;4;2;2;2;2
26502;2;6;4; ;2;2;2
26503;2;8;8; ;2;2;2
26504;2;8;8;2;2;1;2
26505;2;7;6;2;2;2;2
26506;2;8;8; ;2;1;2
26507;2;5;8;2;1;2;2
26508;2;8;6;1;2;1;2
26509;2;8;8;2;1;1;2
26510;2;4;6; ;2;1;2
26511;2;8;8;1;1;2;2
26512;2;8;8;2;2;2;2
26513;2;4;5; ;2;1;2
26514;2;4;5;2;2;2;2
26515;2;8;8; ;2;2;2
26516;2;8;8;1;2;2;2
26517;2;4;6;1;2;1;2
26518;2;5;8; ;2;1;2
26519;2;7;8;2;1;1;2
26520;2;3;4;2;2;2;2
26521;2;6;6; ;2;2;2
26522;2;8;8; ;2;1;2
26523;2;3;8;2;2;1;2
26524;2;8;3;2;2;2;2
26525;2;3;4; ;2;2;2
26526;2;8;8; ;2;1;2
26527;1;5;5;2;1;2;2
26528;1;8;8; ;2;2;2
26529;1;3;5;2;2;1;2
26530;1;7;8; ;2;2;2
26531;1;8;8; ;2;2;2
26532;1;3;4;2;1;2;2
26533;1;8;8; ;1;1;2
26534;1;8;5; ;2;2;2
26535;1;8;8; ;2;2;2
26536;1;8;8; ;2;1;2
26537;2;8;7; ;2;1;2
26538;2;8;7;1;2;2;2
26539;2;4;4;2;2;2;2
26540;2;8;7; ;2;2;2
26541;2;8;8; ;1;1;2
26542;2;3;4; ;2;1;2
26543;2;7;7;2;2;1;2
26544;1;8;8;1;2;2;2
26545;1;8;8;1;2;1;2
26546;1;4;5;1;2;1;2
26547;1;8;8; ;2;1;2
26548;1;8;8;1;2;2;1
26549;1;8;8;2;1;2;2
26550;1;8;5; ;2;2;2
26551;1;6;6;2;2;1;2
26552;2;8;8; ;2;1;2
26553;2;9;4;1;2;2;2
26554;2;8;8;2;1;1;2
26555;2;8;8;1;2;2;2
26556;2;8;8;1;2;1;2
26557;2;8;8;2;2;1;2
26558;2;8;8; ;1;2;2
26559;2;4;8;1;2;1;2
26560;2;8;8; ;2;1;2
26561;2;7;8; ;2;2;2
26562;2;8;8; ;2;2;2
26563;2;7;7;1;2;1;2
26564;2;4;4; ;2;2;2
26565;2;8;6;2;2;1;2
26566;1;8;6;2;2;2;2
26567;2;8;5;2;2;2;2
26568;2;9;9;2;2;2;2
26569;2;8;8; ;2;2;2
26570;2;8;7; ;2;1;2
26571;2;8;5; ;1;2;2
26572;2;3;3;2;2;2;2
26573;2;9;5;1;2;1;2
26574;1;8;8; ;2;2;2
26575;1;3;2;1;2;2;2
26576;1;7;6; ;2;2;2
26577;2;8;6; ;2;2;2
26578;2;6;6;1;2;2;2
26579;2;5;4; ;2;2;2
26580;2;8;8;2;1;2;2
26581;2;8;8;1;2;1;2
26582;2;3;3;2;2;1;2
26583;2;8;8; ;2;2;2
26584;2;8;8; ;2;2;2
26585;2;4;8;1;2;1;2
26586;2;8;8; ;2;1;2
26587;2;6;6; ;2;2;2
26588;2;8;8; ;2;2;2
26589;2;8;8; ;1;2;2
26590;1;3;4;2;1;2;2
26591;1;4;7;2;2;2;2
26592;1;8;8; ;2;1;2
26593;2;8;8; ;1;1;2
26594;2;3;9; ;2;2;2
26595;2;8;6; ;1;2;2
26596;1;9;9; ;2;2;2
26597;1;8;7; ;2;1;2
26598;1;8;3;1;2;1;2
26599;1;8;8; ;2;1;2
26600;1;8;8; ;2;2;2
26601;1;6;8;1;2;2;1
26602;1;5;8;1;2;1;2
26603;1;3;3; ;2;2;2
26604;1;8;8;1;2;1;2
26605;1;8;3; ;2;1;2
26606;1;5;6; ;2;1;2
26607;1;8;5; ;2;1;2
26608;2;8;5;2;1;2;2
26609;2;3;3;2;2;2;2
26610;2;8;8; ;1;1;2
26611;2;5;3;1;2;2;2
26612;2;8;8; ;2;1;2
26613;2;8;8;1;2;1;2
26614;2;5;8; ;2;1;2
26615;2;5;6;1;2;1;2
26616;2;4;4;1;2;2;2
26617;2;4;3;2;2;1;2
26618;2;8;8;2;1;2;2
26619;2;8;8;1;2;2;2
26620;2;8;8; ;2;1;2
26621;2;8;8; ;2;1;2
26622;2;7;3;1;2;1;2
26623;2;8;5; ;2;1;2
26624;2;8;3;1;2;1;2
26625;2;9;9; ;2;1;1
26626;2;8;8; ;2;1;2
26627;2;8;8;1;2;2;2
26628;2;9;6;2;2;2;2
26629;2;8;8; ;1;2;2
26630;2;8;8; ;2;2;2
26631;1;4;8;1;2;2;2
26632;1;8;7; ;2;2;2
26633;2;3;3;2;2;1;2
26634;2;8;8; ;2;2;2
26635;2;8;8; ;2;1;2
26636;2;8;8; ;1;2;2
26637;2;5;5; ;2;2;2
26638;2;4;5; ;2;2;2
26639;2;8;8;2;1;1;2
26640;2;7;5;2;2;1;2
26641;2;5;3;2;2;2;2
26642;2;8;8;1;2;1;2
26643;2;8;4; ;2;2;2
26644;2;3;3;2;2;1;2
26645;2;4;8; ;2;1;2
26646;2;8;5;1;2;2;2
26647;1;8;8; ;2;2;2
26648;1;6;3;2;2;1;2
26649;1;3;6;2;2;1;2
26650;1;4;8;1;2;2;2
26651;1;8;8;2;2;1;2
26652;1;3;3;1;2;2;2
26653;1;8;3;2;2;2;2
26654;1;4;8; ;2;2;1
26655;2;5;5; ;2;2;2
26656;2;5;3;2;2;2;2
26657;2;8;8; ;2;2;2
26658;2;8;8; ;2;2;2
26659;2;9;8; ;2;2;2
26660;2;8;8; ;1;2;2
26661;2;8;8;2;2;1;2
26662;2;9;9;2;1;2;2
26663;2;5;8;1;2;2;2
26664;2;8;8; ;2;2;2
26665;2;3;8;2;2;2;2
26666;2;2;2;2;1;1;2
26667;2;5;4; ;2;2;2
26668;2;8;8; ;2;1;2
26669;2;8;8; ;2;1;2
26670;1;8;8;2;2;1;2
26671;1;4;3;2;2;1;2
26672;1;8;8; ;2;2;2
26673;2;7;4; ;2;2;2
26674;2;6;7;1;2;2;2
26675;2;8;8; ;2;2;2
26676;2;8;8; ;2;2;2
26677;2;4;3; ;2;1;2
26678;2;5;4; ;2;2;2
26679;1;4;4;1;2;1;2
26680;1;4;8; ;2;1;2
26681;1;3;6;1;2;1;2
26682;1;6;5;2;1;2;2
26683;1;8;8;1;2;1;2
26684;1;8;6;1;2;1;2
26685;1;8;8;1;2;2;2
26686;1;8;8; ;2;2;2
26687;1;8;8;2;2;2;2
26688;1;9;9; ;1;1;2
26689;2;8;7;1;2;2;2
26690;2;8;8; ;2;2;2
26691;2;5;6; ;1;1;2
26692;2;8;7; ;2;2;2
26693;2;8;8; ;1;1;2
26694;2;3;8;1;2;2;2
26695;2;8;8; ;1;1;2
26696;2;6;8;2;2;2;2
26697;2;3;8; ;2;1;2
26698;2;5;5; ;2;1;2
26699;2;8;8; ;2;1;2
26700;2;8;8;1;1;2;2
26701;2;8;9; ;1;2;2
26702;2;8;8;1;2;1;2
26703;2;8;8;1;2;1;2
26704;2;3;3;1;2;2;2
26705;2;8;8; ;2;1;2
26706;2;8;8; ;2;1;2
26707;2;8;3; ;2;2;2
26708;2;8;8; ;2;2;2
26709;2;3;6;2;2;2;2
26710;2;7;6; ;2;1;2
26711;1;8;4;2;2;2;2
26712;1;8;8;9;2;2;2
26713;2;4;4;1;1;2;2
26714;2;3;4;2;2;2;2
26715;2;7;7; ;2;2;2
26716;2;8;8; ;2;1;2
26717;1;8;8; ;2;1;2
26718;2;3;3;2;2;2;2
26719;2;3;4; ;2;1;2
26720;1;4;4; ;1;1;2
26721;1;8;8; ;2;1;2
26722;1;3;5; ;2;2;2
26723;1;8;8; ;2;2;2
26724;1;6;8;2;2;2;2
26725;1;8;8; ;2;2;1
26726;2;8;8; ;2;2;2
26727;2;4;4; ;2;1;2
26728;2;8;8; ;1;1;2
26729;2;6;8;2;2;1;2
26730;2;8;8; ;2;2;2
26731;2;4;3;2;2;2;2
26732;2;6;5;2;2;1;2
26733;2;8;6;1;1;2;2
26734;2;7;7;1;2;1;2
26735;2;9;3;2;1;1;2
26736;2;8;5; ;2;1;2
26737;2;8;8; ;2;1;2
26738;2;4;3;2;2;2;2
26739;2;8;4; ;2;1;2
26740;2;3;7;2;2;2;2
26741;2;5;7;1;2;2;2
26742;2;7;4;1;2;2;2
26743;2;8;8;2;2;2;2
26744;2;5;5;1;2;1;2
26745;1;8;8;2;2;1;2
26746;1;1;1;2;2;1;2
26747;1;8;8; ;2;1;2
26748;2;3;3;2;2;1;2
26749;2;7;4; ;2;1;2
26750;2;5;8;2;2;2;2
26751;2;6;4; ;2;2;2
26752;2;3;3;2;2;2;2
26753;1;8;8; ;2;2;2
26754;1;8;8; ;2;1;2
26755;1;8;8; ;1;2;2
26756;1;3;8;1;2;2;2
26757;1;6;6;2;2;1;2
26758;1;8;8;1;1;2;2
26759;1;8;8;2;1;2;2
26760;1;8;8; ;2;1;2
26761;1;8;8; ;2;2;2
26762;2;3;4;2;2;2;2
26763;2;3;3; ;2;2;2
26764;2;8;8; ;2;2;2
26765;2;9;9;2;1;2;2
26766;2;8;8; ;1;2;2
26767;2;7;3;1;2;2;2
26768;2;8;8; ;2;2;2
26769;2;8;4; ;2;2;2
26770;2;8;5;2;2;2;2
26771;1;4;4; ;2;1;2
26772;1;8;8; ;2;1;2
26773;2;7;8;2;2;2;2
26774;2;8;8;2;2;2;2
26775;2;9;8; ;2;2;2
26776;2;4;5;2;2;2;2
26777;1;5;4; ;2;1;2
26778;1;8;6; ;2;2;2
26779;1;5;5; ;2;1;2
26780;2;3;3; ;2;2;2
26781;2;3;3;2;1;2;2
26782;1;8;8;2;2;1;2
26783;1;5;8;1;1;1;2
26784;2;3;3;1;2;1;2
26785;2;6;7;2;2;2;2
26786;2;8;8; ;2;2;2
26787;2;8;8;2;2;1;2
26788;2;3;6; ;1;1;2
26789;2;9;9;1;2;2;2
26790;2;5;5;1;2;2;2
26791;2;8;8; ;2;2;2
26792;2;3;8; ;2;1;2
26793;2;8;8; ;2;2;2
26794;2;5;4;2;2;2;2
26795;2;9;8;1;2;1;1
26796;1;8;3;2;2;1;2
26797;1;4;4;2;2;2;2
26798;1;8;6;2;1;2;2
26799;1;5;4;2;1;1;2
26800;1;4;3;1;1;1;2
26801;1;7;8;2;2;1;2
26802;1;7;4;2;2;2;2
26803;1;8;8;1;2;2;2
26804;1;2;3; ;2;2;2
26805;1;8;8;1;2;1;2
26806;1;8;8; ;2;2;2
26807;2;8;5; ;2;2;2
26808;2;3;5;2;2;2;2
26809;2;8;5; ;2;2;2
26810;2;8;8;2;1;1;2
26811;2;3;5;2;2;1;2
26812;2;6;8;1;2;2;2
26813;2;8;8; ;2;2;2
26814;2;3;4;2;2;2;2
26815;2;6;6;1;2;2;2
26816;2;9;3;1;2;2;2
26817;2;5;6;2;1;2;2
26818;2;8;8;2;1;2;2
26819;2;4;4;1;2;1;2
26820;2;8;8;2;1;1;2
26821;2;8;8;1;2;1;2
26822;2;8;5; ;2;2;2
26823;2;8;8;1;2;2;2
26824;2;6;8; ;2;1;2
26825;2;7;8; ;2;2;2
26826;2;8;8; ;2;2;2
26827;1;6;4; ;2;2;2
26828;1;8;7; ;2;1;2
26829;2;3;4; ;2;2;2
26830;2;8;8; ;2;1;2
26831;2;4;8;1;1;1;2
26832;2;8;8;9;2;1;2
26833;1;3;3; ;2;2;2
26834;2;7;7;2;2;1;2
26835;1;8;8;1;1;1;1
26836;1;7;4; ;2;1;2
26837;1;8;8; ;2;2;2
26838;1;8;8; ;2;1;2
26839;1;9;7; ;2;1;2
26840;1;8;8;1;2;1;2
26841;1;8;8;1;2;2;2
26842;2;8;8; ;2;2;2
26843;2;4;8;1;2;2;2
26844;2;3;3;1;2;1;2
26845;2;8;8;1;2;2;2
26846;2;9;9;2;2;1;2
26847;2;3;3;2;2;1;2
26848;2;3;8;2;1;1;2
26849;2;8;8; ;2;2;2
26850;2;4;7;1;1;1;2
26851;2;8;8;1;1;1;2
26852;2;8;8; ;2;2;2
26853;2;4;4;2;1;2;2
26854;2;8;8;1;2;1;2
26855;2;2;2;1;2;1;2
26856;2;8;5; ;1;2;2
26857;2;4;6; ;2;2;2
26858;2;8;8; ;2;1;2
26859;2;8;8;1;2;1;2
26860;2;5;5; ;2;1;2
26861;2;8;8; ;2;2;2
26862;2;5;7;2;2;1;2
26863;2;8;8; ;2;2;2
26864;2;6;3;2;2;2;2
26865;2;8;8;1;2;1;2
26866;2;3;3;2;2;1;2
26867;1;7;3; ;2;1;2
26868;1;8;4;2;2;1;2
26869;1;3;3;2;2;1;2
26870;1;8;5;2;2;2;2
26871;1;8;5;1;2;1;2
26872;2;5;4;1;1;1;2
26873;2;4;6;2;2;2;2
26874;2;8;8; ;2;1;2
26875;2;4;5; ;2;2;2
26876;2;8;8; ;2;1;2
26877;2;8;8; ;2;2;2
26878;2;8;8; ;2;2;2
26879;2;5;5;1;1;2;2
26880;1;8;5; ;1;2;2
26881;1;5;4;1;2;1;2
26882;2;9;8; ;2;2;2
26883;2;4;6;2;2;1;2
26884;2;8;8; ;2;2;2
26885;2;8;8; ;2;2;2
26886;2;8;8; ;2;2;2
26887;1;8;8; ;2;2;2
26888;1;8;8; ;2;2;2
26889;1;6;6;2;2;1;2
26890;1;8;8; ;2;2;2
26891;1;8;8; ;2;2;2
26892;2;8;8; ;2;2;2
26893;2;8;8; ;1;2;2
26894;2;6;8; ;2;2;2
26895;2;8;8; ;2;2;2
26896;2;8;8;2;2;1;2
26897;2;8;8;1;1;2;2
26898;2;8;8; ;1;1;2
26899;2;8;7;1;2;2;2
26900;2;8;8;2;1;2;2
26901;2;8;8;1;2;2;2
26902;2;3;3;2;2;1;2
26903;2;8;8;2;2;2;2
26904;1;3;2;2;2;1;2
26905;1;4;4;2;1;2;2
26906;1;8;8; ;2;1;2
26907;1;8;8; ;2;1;2
26908;2;3;3; ;2;2;2
26909;2;4;4; ;2;1;2
26910;2;5;8;2;2;1;2
26911;2;3;4;2;2;1;2
26912;2;8;8; ;2;1;2
26913;2;8;8; ;2;2;2
26914;2;7;7;2;2;2;2
26915;2;5;7; ;2;2;2
26916;2;8;7;2;2;1;2
26917;2;8;8;2;2;2;2
26918;2;1;1; ;2;2;2
26919;1;2;8; ;1;2;2
26920;1;3;8;2;1;1;2
26921;1;5;8;1;2;2;2
26922;1;8;5;2;2;1;2
26923;1;5;8; ;2;2;2
26924;1;5;8;1;2;2;2
26925;1;7;5;1;2;2;2
26926;1;5;8;1;1;1;2
26927;1;8;8; ;2;2;2
26928;2;8;8; ;2;2;2
26929;2;8;8; ;2;2;2
26930;2;4;4;2;2;2;2
26931;2;8;8; ;2;2;2
26932;2;8;8;1;1;2;2
26933;2;8;8; ;2;1;2
26934;2;8;8;1;1;2;2
26935;2;4;8;2;2;2;2
26936;2;7;4; ;2;1;2
26937;2;8;4; ;1;2;2
26938;2;8;8; ;2;2;2
26939;2;8;8;1;2;2;2
26940;2;4;4;2;2;2;2
26941;2;8;8;1;2;2;2
26942;2;8;8; ;2;2;2
26943;2;8;8; ;2;1;2
26944;2;8;8; ;1;2;2
26945;2;8;8; ;2;1;2
26946;2;8;6;2;2;1;2
26947;1;8;8; ;2;1;2
26948;1;8;8; ;2;2;2
26949;1;8;8; ;1;1;1
26950;1;8;8;2;2;2;2
26951;2;8;8; ;2;2;2
26952;2;8;8;2;1;1;2
26953;2;3;5;2;2;2;2
26954;2;8;8;2;2;1;2
26955;2;7;6;2;1;2;2
26956;2;3;4;2;2;2;2
26957;2;8;8; ;2;1;2
26958;2;8;8; ;2;1;2
26959;2;7;7;1;2;1;2
26960;2;6;7;2;2;2;2
26961;2;6;6; ;2;1;2
26962;1;8;8; ;2;2;2
26963;2;9;3; ;2;2;2
26964;1;8;8; ;1;1;2
26965;1;4;8; ;2;2;2
26966;2;3;3;1;2;2;2
26967;2;8;8; ;2;2;2
26968;2;9;9; ;2;1;2
26969;1;8;8;2;2;2;2
26970;2;8;8; ;2;2;2
26971;2;8;8; ;2;2;2
26972;2;8;8; ;2;2;2
26973;1;7;5; ;2;1;2
26974;1;5;8; ;2;2;2
26975;1;3;3;2;2;1;2
26976;1;7;4; ;2;2;2
26977;1;9;9; ;2;2;2
26978;1;3;2; ;2;2;2
26979;1;6;4;2;2;1;2
26980;1;8;8; ;2;2;2
26981;1;8;3; ;2;1;2
26982;1;8;8; ;2;1;1
26983;1;8;4; ;2;2;2
26984;1;8;6;2;2;1;2
26985;1;8;8; ;2;2;2
26986;1;8;8;9;2;1;2
26987;1;6;6;2;2;1;2
26988;1;3;5;2;2;1;2
26989;1;4;8; ;2;2;2
26990;1;5;5;2;1;2;2
26991;2;8;8; ;2;2;2
26992;2;6;7; ;2;1;2
26993;2;6;7; ;2;2;2
26994;2;4;6; ;2;1;2
26995;2;8;5; ;2;1;2
